iteration	score	total_return_pct	max_dd_pct	dd_violated	wr_violated	total_trades	win_rate	sharpe	pf	delta	status	description
490	0.43	0.61	29.96	False	False	119	40.34	1.6971	0.5698	0.0	DISCARD	VOL_EXTREME_THRESHOLD_PCT 3.0->2.0
491	-0.92	-1.31	29.8	False	False	112	41.07	1.4092	0.519	-1.35	DISCARD	SEQ_MACRO_REJECT_THRESHOLD -0.4->-0.1
492	0.43	0.61	29.96	False	False	119	40.34	1.6971	0.5698	0.0	DISCARD	CONFIDENCE_LOW_MULT 0.3->0.5
493	-1.0	-1.42	29.97	False	False	122	38.52	1.6345	0.5682	-1.43	DISCARD	SENTIMENT_THRESHOLD_BOOST 0.05->0.08
494	0.43	0.61	29.96	False	False	119	40.34	1.6971	0.5698	0.0	DISCARD	INTRADE_CREDIT_STRESS_TIGHTEN 0.5->0.7
495	0.43	0.61	29.96	False	False	119	40.34	1.6971	0.5698	0.0	DISCARD	CREDIT_WIDENING_SHORT_BOOST 0.0->0.2
496	0.42	0.6	29.96	False	False	120	41.67	1.7037	0.5902	-0.01	DISCARD	VOLUME_AVG_LOOKBACK 10->15
497	0.43	0.61	29.96	False	False	119	40.34	1.6971	0.5698	0.0	DISCARD	SIDE_COMPOSITE_THRESHOLD 0.35->0.5
498	0.43	0.61	29.96	False	False	119	40.34	1.6971	0.5698	0.0	DISCARD	ADAPTIVE_TP_RSI_REVERSAL_SCALE 1.3->1.0
499	0.43	0.61	29.96	False	False	119	40.34	1.6971	0.5698	0.0	DISCARD	SIDE_TP_ATR_MULT 2.0->5.0
500	-0.84	-1.21	30.26	False	False	103	42.72	1.569	0.7807	-1.27	DISCARD	BEAR_COMPOSITE_THRESHOLD 0.4->0.45
