date,hourly_trend,hourly_atr_percentile,hourly_momentum_z,hourly_vol_regime
2025-08-20,-1,14.342629482071715,-0.2020675706809363,low
2025-08-21,-1,13.147410358565736,-0.1417190552963271,low
2025-08-22,1,16.334661354581673,0.23333887891763935,low
2025-08-24,1,13.94422310756972,0.23531477556525862,low
2025-08-25,1,7.968127490039841,-0.2029057312252659,low
2025-08-26,-1,8.764940239043826,0.005009458584164327,low
2025-08-27,1,13.94422310756972,-0.12968554193106333,low
2025-08-28,1,13.147410358565736,-0.057520775598018554,low
2025-08-29,-1,12.350597609561753,-0.38582980384351884,low
2025-08-31,-1,13.94422310756972,-0.5350950272861186,low
2025-09-01,-1,2.788844621513944,-0.514568037884902,low
2025-09-02,-1,43.02788844621514,-0.5480656184091638,normal
2025-09-03,-1,15.53784860557769,-0.14660487055221613,low
2025-09-04,1,18.725099601593627,0.21511284957767837,low
2025-09-05,1,28.68525896414343,-0.323251066202385,normal
2025-09-08,1,7.171314741035857,-0.07661339021156968,low
2025-09-09,1,12.350597609561753,-0.05388240685938177,low
2025-09-10,1,17.52988047808765,-0.021379298375697898,low
2025-09-11,1,17.928286852589643,0.6303909151105365,low
2025-09-12,1,7.171314741035857,-0.2583867591463406,low
2025-09-14,1,9.163346613545817,-0.12881060607920533,low
2025-09-15,1,13.545816733067728,0.42223806626853566,low
2025-09-16,1,11.553784860557768,-0.6220045169197846,low
2025-09-17,-1,35.0597609561753,0.2487255370740851,normal
